time,black,white,temperature,luminosity,albedo
0,180,720,-1.9965885219056738,1.0,0.65
1,218,680,-1.5985487241380911,1.0,0.6281111111111111
2,231,663,-0.7888645507474168,1.0,0.6193333333333333
3,249,645,0.27858818898601667,1.0,0.6093333333333333
4,263,631,1.4130654975601187,1.0,0.6015555555555555
5,274,619,2.507182556780308,1.0,0.5950555555555556
6,294,599,3.8365622098476484,1.0,0.5839444444444444
7,317,577,5.345948960048526,1.0,0.5715555555555555
8,341,548,7.190611296625268,1.0,0.5562777777777778
9,360,530,8.95952463627387,1.0,0.5461111111111111
10,376,514,10.604442348265954,1.0,0.5372222222222223
11,389,501,12.070448434147412,1.0,0.53
12,404,486,13.494195658358901,1.0,0.5216666666666666
13,413,476,14.748056067148674,1.0,0.5162777777777777
14,433,458,16.11979296896047,1.0,0.5059444444444444
15,448,444,17.421286165452972,1.0,0.49799999999999994
16,462,432,18.680464779219108,1.0,0.491
17,480,418,19.951592138768415,1.0,0.4825555555555555
18,493,405,21.19345236073756,1.0,0.4753333333333333
19,504,396,22.301881414985566,1.0,0.47
20,514,386,23.31826999922492,1.0,0.46444444444444444
21,528,372,24.399326270681605,1.0,0.45666666666666667
22,529,368,25.277321595540588,1.0,0.45494444444444443
23,542,356,26.268897005733677,1.0,0.44811111111111107
24,550,349,27.02882009629738,1.0,0.44405555555555554
25,558,342,27.79724701902787,1.0,0.44
26,568,332,28.603704030393853,1.0,0.43444444444444447
27,570,328,29.241462955725087,1.0,0.4325555555555555
28,572,327,29.783109131473438,1.0,0.4318333333333333
29,578,321,30.317645998634333,1.0,0.4285
30,586,311,30.874119536896405,1.0,0.4232777777777777
31,590,306,31.472393721399328,1.0,0.4206666666666667
32,594,302,31.96287016884382,1.0,0.4184444444444444
33,596,301,32.334968865690406,1.0,0.4177222222222222
34,594,298,32.74521649820773,1.0,0.4168888888888888
35,589,307,32.66375176313002,1.0,0.4212222222222222
36,594,303,32.63316946817084,1.0,0.41883333333333334
37,597,299,32.82277753405676,1.0,0.4167777777777778
38,595,300,32.892833652279585,1.0,0.4175
39,594,300,32.9370322939283,1.0,0.41766666666666663
40,591,302,32.92142676589743,1.0,0.4189444444444444
41,552,344,31.803029174487683,1.0,0.4417777777777778
42,535,362,30.33688289447536,1.0,0.4516111111111112
43,518,382,28.906973492001732,1.0,0.4622222222222222
44,500,400,27.34311486801988,1.0,0.4722222222222222
45,487,413,25.956334563452835,1.0,0.47944444444444445
46,467,432,24.467177836431762,1.0,0.49016666666666664
47,450,448,22.98239070061011,1.0,0.4992222222222222
48,439,461,21.626881150518237,1.0,0.5061111111111111
49,429,471,20.38682822611729,1.0,0.5116666666666667
50,416,484,19.16105161008202,1.0,0.5188888888888888
51,410,490,18.159076274370126,1.0,0.5222222222222223
52,410,490,17.49942557122234,1.0,0.5222222222222223
53,408,491,17.055541367220645,1.0,0.5229444444444444
54,403,496,16.577970355102863,1.0,0.5257222222222222
55,399,500,16.176188748563952,1.0,0.5279444444444444
56,398,502,15.821401861642276,1.0,0.5288888888888889
57,400,498,15.659999340259853,1.0,0.5269999999999999
58,403,497,15.645716637096774,1.0,0.5261111111111111
59,399,499,15.576411756669433,1.0,0.5275555555555556
60,403,495,15.61852603683123,1.0,0.5253333333333333
61,403,495,15.680451921941003,1.0,0.5253333333333333
62,410,488,15.914098547469944,1.0,0.5214444444444445
63,418,480,16.275610898204054,1.0,0.517
64,421,477,16.6408758079754,1.0,0.5153333333333333
65,432,467,17.13207626876694,1.0,0.5096111111111111
66,433,465,17.53899142468462,1.0,0.5086666666666666
67,444,454,18.149469743858443,1.0,0.5025555555555555
68,452,445,18.780299378834982,1.0,0.49772222222222223
69,468,430,19.686776786841946,1.0,0.48922222222222217
70,476,423,20.463508592465697,1.0,0.48516666666666663
71,491,408,21.447072859810515,1.0,0.47683333333333333
72,502,397,22.465401723228798,1.0,0.4707222222222222
73,510,389,23.37306525260425,1.0,0.46627777777777774
74,525,374,24.3427334672146,1.0,0.45794444444444443
75,539,360,25.45788513337492,1.0,0.45016666666666666
76,541,357,26.331662300608663,1.0,0.44866666666666666
77,547,352,27.03623341110363,1.0,0.4457222222222222
78,552,347,27.63725383229146,1.0,0.4429444444444444
79,560,340,28.238101426936737,1.0,0.4388888888888889
80,568,331,28.932645253428834,1.0,0.43405555555555553
81,585,311,30.0541736821131,1.0,0.42344444444444446
82,596,303,30.96484195421565,1.0,0.4185
83,602,296,31.787778537382515,1.0,0.4147777777777778
84,606,291,32.49794183944221,1.0,0.4121666666666667
85,603,297,32.905965674133036,1.0,0.415
86,604,295,33.16638671227176,1.0,0.4140555555555555
87,595,302,33.158703475693876,1.0,0.4182777777777778
88,588,310,32.8465211889791,1.0,0.4225555555555556
89,576,321,32.37900189960188,1.0,0.42883333333333323
90,576,324,31.92925246672033,1.0,0.43
91,568,330,31.47804681349288,1.0,0.4336666666666667
92,552,348,30.7036685046546,1.0,0.44333333333333336
93,541,359,29.753394162227288,1.0,0.4494444444444444
94,524,374,28.718394301523936,1.0,0.45811111111111114
95,517,382,27.710064251317018,1.0,0.46238888888888885
96,507,393,26.773048603307362,1.0,0.4683333333333333
97,488,411,25.64795856696487,1.0,0.4785
98,477,423,24.478891929825124,1.0,0.485
99,471,428,23.530138868632964,1.0,0.4879444444444444
100,467,430,22.802486809798186,1.0,0.48938888888888893
101,464,435,22.249787611192456,1.0,0.4918333333333333
102,461,437,21.82397055477132,1.0,0.4931111111111111
103,447,453,21.203296648842297,1.0,0.5016666666666667
104,441,459,20.484121514186494,1.0,0.505
105,430,468,19.73063629023701,1.0,0.5103333333333333
106,431,466,19.25226877602131,1.0,0.5093888888888888
107,431,469,18.870122044494394,1.0,0.5105555555555555
108,431,469,18.641892351036223,1.0,0.5105555555555555
109,423,476,18.238655928202004,1.0,0.5146111111111111
110,422,478,17.893805981059728,1.0,0.5155555555555555
111,420,480,17.63506430111635,1.0,0.5166666666666667
112,418,481,17.420128217911568,1.0,0.5173888888888889
113,421,479,17.35078554181544,1.0,0.5161111111111111
114,424,476,17.37561893917811,1.0,0.5144444444444445
115,420,480,17.26532616496698,1.0,0.5166666666666667
116,424,476,17.347394314617986,1.0,0.5144444444444445
117,431,469,17.57570362320414,1.0,0.5105555555555555
118,438,462,17.945107129418975,1.0,0.5066666666666667
119,443,457,18.375762701297234,1.0,0.5038888888888889
120,443,457,18.629938591822928,1.0,0.5038888888888889
121,458,442,19.205847812910815,1.0,0.4955555555555556
122,465,435,19.82338535313011,1.0,0.49166666666666664
123,475,425,20.547295264528593,1.0,0.4861111111111111
124,488,412,21.384213292909536,1.0,0.47888888888888886
125,500,400,22.301027373142485,1.0,0.4722222222222222
126,509,391,23.162082290972247,1.0,0.4672222222222222
127,526,374,24.286777767165233,1.0,0.4577777777777778
128,538,360,25.396594569924783,1.0,0.45033333333333336
129,548,352,26.40916658558126,1.0,0.44555555555555554
130,553,347,27.24348873642073,1.0,0.44277777777777777
131,558,342,27.951928950923616,1.0,0.44
132,562,337,28.631294756291794,1.0,0.4373888888888889
133,563,334,29.039405616265192,1.0,0.4360555555555556
134,568,329,29.547489545492574,1.0,0.43327777777777776
135,567,332,29.852359050485745,1.0,0.43461111111111106
136,567,331,30.137196162660995,1.0,0.4342222222222222
137,569,329,30.230157695232776,1.0,0.43311111111111106
138,570,328,30.337867200033642,1.0,0.4325555555555555
139,570,329,30.38383502875509,1.0,0.4329444444444444
140,560,338,30.161170739192638,1.0,0.43811111111111106
141,550,348,29.65739516045174,1.0,0.4436666666666666
142,545,353,29.204996603628743,1.0,0.4464444444444444
143,545,352,28.992858120461737,1.0,0.4460555555555555
144,542,355,28.697088478501435,1.0,0.4477222222222222
145,534,365,28.308920910533736,1.0,0.4529444444444444
146,524,375,27.66583091677335,1.0,0.45849999999999996
147,518,381,27.066758979563847,1.0,0.4618333333333333
148,503,395,26.312785670338343,1.0,0.46977777777777774
149,494,405,25.47992906860951,1.0,0.4751666666666666
